2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 25.9,117.6,808.0,15.3
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 24.6,117.6,767.0,15.0
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 7.7,31.2,240.0,10.1
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 8.2,36.0,256.0,10.4
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 9.7,25.2,302.0,11.0
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 2.2,8.4,69.0,6.6
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 3.5,10.8,109.0,7.8
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91, 1.0, 1.0, 1.14, 66.6,352.8,2077.0,21.0
2.48, 2.03, 2.83, 1.1, 3.12, 1.1, 0.9, 1.17, 1.0, 1.0, 1.63, 1.46, 0.87, 0.85, 0.88, 1.0, 0.88, 1.0, 0.91, 0.9, 1.0, 1.0, 7.5,72.0,226.0,13.6
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 0.76, 1.0, 0.81, 1.0, 0.91, 1.0, 1.0, 1.0, 20.0,72.0,566.0,14.4
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 0.88, 1.0, 0.81, 1.0, 0.91, 1.0, 1.0, 1.0, 6.0,24.0,188.0,9.9
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 0.76, 1.0, 0.81, 1.0, 0.91, 1.0, 1.0, 1.0, 100.0,360.0,2832.0,25.2
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 1.0, 1.0, 0.81, 1.0, 1.09, 1.0, 1.0, 1.0, 11.3,36.0,456.0,12.8
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 1.15, 0.85, 0.88, 1.0, 0.88, 1.09, 1.2, 1.0, 1.0, 1.0, 100.0,215.0,5434.0,30.1
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 0.88, 1.0, 0.81, 1.0, 0.91, 1.0, 1.0, 1.0, 20.0,48.0,626.0,15.1
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 1.0, 1.0, 1.0, 1.0, 1.2, 1.0, 1.0, 1.0, 100.0,360.0,4342.0,28.0
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.46, 0.87, 0.85, 0.76, 1.0, 0.81, 1.0, 0.91, 1.0, 1.0, 1.0, 150.0,324.0,4868.0,32.5
2.48, 2.03, 2.83, 1.1, 4.68, 1.0, 0.9, 1.17, 1.0, 1.0, 1.0, 1.0, 0.87, 0.85, 0.88, 1.0, 0.88, 1.0, 0.91, 1.0, 1.0, 1.0, 31.5,60.0,986.0,17.6
